epoch,acc,f1_score,iou,loss,lr,precision,recall,val_acc,val_f1_score,val_iou,val_loss,val_precision,val_recall
0,0.7711909413337708,0.2614630460739136,0.09805126488208771,0.5192440152168274,1e-04,0.20748543739318848,0.37071317434310913,0.849312424659729,0.19136880338191986,0.0805698111653328,0.6397944092750549,0.22304782271385193,0.19693723320960999
1,0.8855436444282532,0.329245001077652,0.11033912748098373,0.38372209668159485,1e-04,0.47126108407974243,0.24217592179775238,0.9008291363716125,0.0,0.07313412427902222,0.5068233609199524,0.0,0.0
2,0.8981159925460815,0.476924329996109,0.12995141744613647,0.3474319279193878,1e-04,0.580505907535553,0.39043495059013367,0.8985590934753418,0.003330998122692108,0.07071512937545776,0.4115176796913147,0.0704386904835701,0.0018596600275486708
3,0.9064128994941711,0.5504878759384155,0.14922697842121124,0.31935933232307434,1e-04,0.6337785720825195,0.47439447045326233,0.8907163143157959,0.10435043275356293,0.08090705424547195,0.36711567640304565,0.30372539162635803,0.06959468126296997
4,0.9142777919769287,0.5911418795585632,0.16532102227210999,0.30006712675094604,1e-04,0.6954004168510437,0.4841349422931671,0.8821108341217041,0.19954395294189453,0.09175080806016922,0.3462487459182739,0.3246581554412842,0.1512153446674347
5,0.9198195338249207,0.627512514591217,0.18096162378787994,0.28255173563957214,1e-04,0.7265737056732178,0.5290954113006592,0.8820127844810486,0.238946333527565,0.09876392036676407,0.3341706097126007,0.3585803210735321,0.20353563129901886
6,0.924767792224884,0.6636365652084351,0.19663457572460175,0.2677276134490967,1e-04,0.7566391825675964,0.5593369603157043,0.8725763559341431,0.30892184376716614,0.12005525827407837,0.3404647409915924,0.35795971751213074,0.2971242070198059
7,0.9278180003166199,0.6774633526802063,0.20950153470039368,0.25634586811065674,1e-04,0.7790976166725159,0.5686321258544922,0.9040384888648987,0.38011860847473145,0.12652233242988586,0.2877023220062256,0.5702062845230103,0.27578479051589966
8,0.9340943694114685,0.717311441898346,0.22731836140155792,0.24017110466957092,1e-04,0.8208789825439453,0.5999832153320312,0.8642277717590332,0.4678105413913727,0.1849830448627472,0.33420827984809875,0.41718176007270813,0.6210835576057434
9,0.9372004270553589,0.7424980998039246,0.24760772287845612,0.22782190144062042,1e-04,0.8352497816085815,0.6276739835739136,0.9081868529319763,0.4940429627895355,0.17003211379051208,0.2713698446750641,0.5932523012161255,0.4262532591819763
10,0.9386717677116394,0.7435816526412964,0.25459668040275574,0.21966294944286346,1e-04,0.8488574624061584,0.6288873553276062,0.9332915544509888,0.6702407598495483,0.2253381311893463,0.22807447612285614,0.7713203430175781,0.5860830545425415
11,0.9433234930038452,0.7790151238441467,0.2773163616657257,0.20596297085285187,1e-04,0.8722494840621948,0.6629469990730286,0.9373869299888611,0.679700493812561,0.24081236124038696,0.2096593677997589,0.8316214680671692,0.55385822057724
12,0.9442597031593323,0.7847561240196228,0.29021042585372925,0.19756677746772766,1e-04,0.8753712773323059,0.6717749238014221,0.9410110116004944,0.6784700155258179,0.22207346558570862,0.203996479511261,0.9353862404823303,0.4912353754043579
13,0.9456596970558167,0.7920577526092529,0.2970709204673767,0.19008475542068481,1e-04,0.8898748159408569,0.6724890470504761,0.9448489546775818,0.7250400185585022,0.2559508681297302,0.18799273669719696,0.922446072101593,0.5557128190994263
14,0.948413074016571,0.8126113414764404,0.31521478295326233,0.17990367114543915,1e-04,0.9016388654708862,0.6899799108505249,0.9454765915870667,0.7463851571083069,0.27604708075523376,0.18277399241924286,0.8770281076431274,0.6212728023529053
15,0.9496486186981201,0.8203349113464355,0.32856854796409607,0.17215858399868011,1e-04,0.9041281342506409,0.7028344869613647,0.9418424963951111,0.7042198181152344,0.2710539698600769,0.18419994413852692,0.8865957856178284,0.5637797713279724
16,0.9519402980804443,0.8331660032272339,0.34288308024406433,0.16343660652637482,1e-04,0.9167343378067017,0.718381404876709,0.9464013576507568,0.7474316358566284,0.28991541266441345,0.17535917460918427,0.8588148951530457,0.659326434135437
17,0.952885091304779,0.8401920795440674,0.35717108845710754,0.15652231872081757,1e-04,0.9186538457870483,0.7246288061141968,0.9466452598571777,0.7658892869949341,0.3126276135444641,0.16912458837032318,0.8652992248535156,0.656343936920166
18,0.9540797472000122,0.847923994064331,0.3681797385215759,0.1501312553882599,1e-04,0.9246811270713806,0.732268750667572,0.9355548620223999,0.740492045879364,0.3251897692680359,0.19107751548290253,0.7413474917411804,0.7370637655258179
19,0.9532399773597717,0.8368556499481201,0.3688371777534485,0.14787624776363373,1e-04,0.9192172884941101,0.7284203767776489,0.9450368285179138,0.7343616485595703,0.3024517595767975,0.1627042144536972,0.9364228844642639,0.5459578037261963
20,0.9554510712623596,0.8512893915176392,0.3825536370277405,0.14006394147872925,1e-04,0.9328880310058594,0.7413089275360107,0.9451151490211487,0.7338364124298096,0.3039851188659668,0.1609114706516266,0.925400972366333,0.5622658133506775
21,0.9543249011039734,0.8480427861213684,0.38590604066848755,0.1388148069381714,1e-04,0.9250132441520691,0.7372774481773376,0.9452524781227112,0.7725503444671631,0.34355953335762024,0.16039223968982697,0.8360759615898132,0.695492684841156
22,0.9565330147743225,0.864378035068512,0.4061642587184906,0.13066747784614563,1e-04,0.938513457775116,0.7494939565658569,0.9470767378807068,0.767347514629364,0.3375380337238312,0.15300777554512024,0.8521981835365295,0.6877941489219666
23,0.9559500813484192,0.8663807511329651,0.4168325960636139,0.12749838829040527,1e-04,0.9314823746681213,0.7531479597091675,0.9460234045982361,0.7805728912353516,0.37515926361083984,0.15069672465324402,0.8207404613494873,0.7490645051002502
24,0.958968460559845,0.8827822804450989,0.4349251091480255,0.11833664774894714,1e-04,0.9483148455619812,0.7684127688407898,0.9371117949485779,0.7510582804679871,0.3678472638130188,0.17285771667957306,0.7427056431770325,0.800108015537262
25,0.9588078260421753,0.8821479082107544,0.445030152797699,0.11515521258115768,1e-04,0.9442960023880005,0.7734799981117249,0.9494113326072693,0.774201512336731,0.36681854724884033,0.13827508687973022,0.9068280458450317,0.646336555480957
26,0.9602425694465637,0.8910940885543823,0.45684054493904114,0.10964750498533249,1e-04,0.9528107643127441,0.778397262096405,0.945927083492279,0.7919231653213501,0.39331144094467163,0.14642590284347534,0.8198879361152649,0.748718798160553
27,0.9606492519378662,0.8947601318359375,0.4702709913253784,0.10544043779373169,1e-04,0.9542962908744812,0.7837952971458435,0.9489346146583557,0.7918839454650879,0.39183366298675537,0.13660430908203125,0.856553852558136,0.7233901023864746
28,0.9610574245452881,0.8975549340248108,0.47673410177230835,0.10179530829191208,1e-04,0.9586837291717529,0.7797366976737976,0.9494231343269348,0.7917742133140564,0.40706443786621094,0.1339235156774521,0.8529724478721619,0.7393271327018738
29,0.9611712694168091,0.8983129262924194,0.48785340785980225,0.09904324263334274,1e-04,0.9573136568069458,0.7848546504974365,0.9518972635269165,0.7937450408935547,0.3893027603626251,0.12436596304178238,0.932216465473175,0.6504949331283569
30,0.9623927474021912,0.9034390449523926,0.5028954744338989,0.09344611316919327,1e-04,0.9642832279205322,0.7953144907951355,0.9504339694976807,0.7963395118713379,0.40997228026390076,0.1242443323135376,0.895969569683075,0.681644856929779
