epoch,acc,f1_score,iou,loss,lr,precision,recall,val_acc,val_f1_score,val_iou,val_loss,val_precision,val_recall
31,0.9599013328552246,0.8924667835235596,0.49457329511642456,0.09703022986650467,1e-04,0.9520668387413025,0.7748612761497498,0.9505507946014404,0.8030126094818115,0.4243518114089966,0.12440583109855652,0.8661532998085022,0.723755955696106
32,0.9620054960250854,0.9019283652305603,0.5152201056480408,0.09035991132259369,1e-04,0.9588285684585571,0.7938092350959778,0.9520261287689209,0.7993178367614746,0.42755863070487976,0.11897542327642441,0.9281830787658691,0.6598966717720032
33,0.9632169604301453,0.9121518731117249,0.5262580513954163,0.08525916188955307,1e-04,0.9681407809257507,0.7991377711296082,0.9498085975646973,0.788837730884552,0.4162605404853821,0.1224181056022644,0.8672152757644653,0.7094438672065735
34,0.9628025889396667,0.9091428518295288,0.5305473804473877,0.08392229676246643,1e-04,0.9640312194824219,0.7988588213920593,0.9524593949317932,0.8056665658950806,0.4298440217971802,0.11579610407352448,0.9168792963027954,0.6700655221939087
35,0.9630469679832458,0.9119735360145569,0.5403131246566772,0.08160430192947388,1e-04,0.9680749177932739,0.7944520711898804,0.9516139030456543,0.787373960018158,0.43116042017936707,0.11618223041296005,0.9181790351867676,0.6649684906005859
36,0.9640815854072571,0.9202396273612976,0.5577207803726196,0.07736818492412567,1e-04,0.9716230034828186,0.8071255087852478,0.9498448371887207,0.794208824634552,0.43389686942100525,0.11943001300096512,0.9051297903060913,0.6578200459480286
37,0.9638245701789856,0.9149186611175537,0.5614745020866394,0.0759979858994484,1e-04,0.9688413143157959,0.8032757043838501,0.9522667527198792,0.7999204397201538,0.4516741633415222,0.11181557923555374,0.9002955555915833,0.7109628915786743
38,0.9655035734176636,0.9301899075508118,0.5863065123558044,0.06935346126556396,1e-04,0.9768694639205933,0.8170612454414368,0.948325514793396,0.8056542873382568,0.47220495343208313,0.11936632543802261,0.8388791680335999,0.7496801614761353
39,0.9654331207275391,0.9297791719436646,0.5938053131103516,0.06792420893907547,1e-04,0.9775784611701965,0.8169493079185486,0.9460656642913818,0.7837318778038025,0.4570971131324768,0.12517757713794708,0.8077566027641296,0.7813701033592224
40,0.9645132422447205,0.9229459166526794,0.5886800289154053,0.06897353380918503,1e-04,0.973230242729187,0.8089664578437805,0.9512509107589722,0.7828907370567322,0.4565512239933014,0.11043529212474823,0.897054135799408,0.6955305337905884
41,0.9644054174423218,0.921046793460846,0.5934138298034668,0.06750594824552536,1e-04,0.9725075960159302,0.8075843453407288,0.9528220891952515,0.8141915202140808,0.4820380210876465,0.1057836189866066,0.9099074602127075,0.6945262551307678
42,0.9645589590072632,0.9232690334320068,0.6023586988449097,0.06568268686532974,1e-04,0.974169135093689,0.8078626990318298,0.9500857591629028,0.8086408972740173,0.49116823077201843,0.10871950536966324,0.873033881187439,0.7156865000724792
43,0.9653164744377136,0.928562581539154,0.616118311882019,0.06255406141281128,1e-04,0.9776583313941956,0.811608076095581,0.9512439370155334,0.8063552379608154,0.5015374422073364,0.10620041191577911,0.8845831751823425,0.7164737582206726
44,0.9644233584403992,0.9213783740997314,0.6141510605812073,0.06327690929174423,1e-04,0.9700012803077698,0.8118884563446045,0.9489836096763611,0.7992262840270996,0.4839988946914673,0.11231604218482971,0.8496720194816589,0.7412195801734924
45,0.965153157711029,0.927524983882904,0.6265065670013428,0.06024313345551491,1e-04,0.9777830243110657,0.812610924243927,0.948464035987854,0.7860861420631409,0.4868638217449188,0.11223206669092178,0.8568970561027527,0.7175890803337097
46,0.9636613130569458,0.9213752746582031,0.6278771162033081,0.06238789111375809,1e-05,0.9529955387115479,0.8302316069602966,0.9534502029418945,0.8009770512580872,0.49062854051589966,0.09914528578519821,0.9247593283653259,0.6850437521934509
47,0.9669094681739807,0.9402469992637634,0.6410988569259644,0.05441451817750931,1e-05,0.9839450716972351,0.8255623579025269,0.9545255303382874,0.8254228830337524,0.5140541791915894,0.09558737277984619,0.9239753484725952,0.7034410238265991
48,0.9672679901123047,0.9437763690948486,0.6454111933708191,0.05310968682169914,1e-05,0.9849428534507751,0.8320503234863281,0.9546248912811279,0.8311026096343994,0.5147597789764404,0.0957130491733551,0.9344419240951538,0.6908347010612488
49,0.9674525260925293,0.9461932182312012,0.6537469625473022,0.05257469788193703,1e-05,0.9875980615615845,0.8269456028938293,0.9550446271896362,0.8359642028808594,0.5205057263374329,0.09428468346595764,0.9212226271629333,0.7170566320419312
